,Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
236,0.3,3,Experimental,RMSE,55.71408462524414,OptimiserType.AdamW,59,1
237,0.3,3,Experimental,MAPE,0.9489344358444214,OptimiserType.AdamW,59,1
238,0.3,3,Experimental,MAE,53.40704345703125,OptimiserType.AdamW,59,1
239,0.3,3,Experimental,MSE,3177.08544921875,OptimiserType.AdamW,59,1
240,0.3,3,Experimental,RMSE,55.6579704284668,OptimiserType.AdamW,60,1
241,0.3,3,Experimental,MAPE,0.9476119875907898,OptimiserType.AdamW,60,1
242,0.3,3,Experimental,MAE,53.348663330078125,OptimiserType.AdamW,60,1
243,0.3,3,Experimental,MSE,3170.808837890625,OptimiserType.AdamW,60,1
244,0.3,3,Experimental,RMSE,55.601112365722656,OptimiserType.AdamW,61,1
245,0.3,3,Experimental,MAPE,0.9462717175483704,OptimiserType.AdamW,61,1
246,0.3,3,Experimental,MAE,53.288211822509766,OptimiserType.AdamW,61,1
247,0.3,3,Experimental,MSE,3164.437744140625,OptimiserType.AdamW,61,1
248,0.3,3,Experimental,RMSE,55.54341125488281,OptimiserType.AdamW,62,1
249,0.3,3,Experimental,MAPE,0.9449074268341064,OptimiserType.AdamW,62,1
250,0.3,3,Experimental,MAE,53.2280387878418,OptimiserType.AdamW,62,1
251,0.3,3,Experimental,MSE,3157.962646484375,OptimiserType.AdamW,62,1
252,0.3,3,Experimental,RMSE,55.48472213745117,OptimiserType.AdamW,63,1
253,0.3,3,Experimental,MAPE,0.9435200095176696,OptimiserType.AdamW,63,1
254,0.3,3,Experimental,MAE,53.16688537597656,OptimiserType.AdamW,63,1
255,0.3,3,Experimental,MSE,3151.400634765625,OptimiserType.AdamW,63,1
256,0.3,3,Experimental,RMSE,55.42503356933594,OptimiserType.AdamW,64,1
257,0.3,3,Experimental,MAPE,0.9421119093894958,OptimiserType.AdamW,64,1
258,0.3,3,Experimental,MAE,53.10438537597656,OptimiserType.AdamW,64,1
