,Model,Epsilon,Sigma,Size,Criterion,Loss,Epoch,OptimizerType,Trial,TestOrVal
7423,LSTM,0.1,1,TinyLR,MSE,467.6607360839844,5,RMSprop,c1b9c_00013,Validation
7424,LSTM,0.1,1,TinyLR,RMSE,15.896992683410645,5,RMSprop,c1b9c_00013,Test
7425,LSTM,0.1,1,TinyLR,MAPE,0.4602571725845337,5,RMSprop,c1b9c_00013,Test
7426,LSTM,0.1,1,TinyLR,MAE,12.625815391540527,5,RMSprop,c1b9c_00013,Test
7427,LSTM,0.1,1,TinyLR,MSE,398.4124755859375,5,RMSprop,c1b9c_00013,Test
7428,LSTM,0.1,1,TinyLR,RMSE,16.2136173248291,0,RMSprop,c1b9c_00014,Validation
7429,LSTM,0.1,1,TinyLR,MAPE,0.4749913215637207,0,RMSprop,c1b9c_00014,Validation
7430,LSTM,0.1,1,TinyLR,MAE,12.996770858764648,0,RMSprop,c1b9c_00014,Validation
7431,LSTM,0.1,1,TinyLR,MSE,427.8084716796875,0,RMSprop,c1b9c_00014,Validation
7432,LSTM,0.1,1,TinyLR,RMSE,16.622838973999023,1,RMSprop,c1b9c_00014,Validation
7433,LSTM,0.1,1,TinyLR,MAPE,0.4883646368980407,1,RMSprop,c1b9c_00014,Validation
7434,LSTM,0.1,1,TinyLR,MAE,13.418010711669922,1,RMSprop,c1b9c_00014,Validation
7435,LSTM,0.1,1,TinyLR,MSE,452.865478515625,1,RMSprop,c1b9c_00014,Validation
7436,LSTM,0.1,1,TinyLR,RMSE,16.959903717041016,2,RMSprop,c1b9c_00014,Validation
7437,LSTM,0.1,1,TinyLR,MAPE,0.4980963766574859,2,RMSprop,c1b9c_00014,Validation
7438,LSTM,0.1,1,TinyLR,MAE,13.787169456481934,2,RMSprop,c1b9c_00014,Validation
7439,LSTM,0.1,1,TinyLR,MSE,468.90814208984375,2,RMSprop,c1b9c_00014,Validation
7440,LSTM,0.1,1,TinyLR,RMSE,16.474653244018555,3,RMSprop,c1b9c_00014,Validation
7441,LSTM,0.1,1,TinyLR,MAPE,0.4838457703590393,3,RMSprop,c1b9c_00014,Validation
7442,LSTM,0.1,1,TinyLR,MAE,13.263784408569336,3,RMSprop,c1b9c_00014,Validation
7443,LSTM,0.1,1,TinyLR,MSE,444.7896423339844,3,RMSprop,c1b9c_00014,Validation
7444,LSTM,0.1,1,TinyLR,RMSE,16.485483169555664,4,RMSprop,c1b9c_00014,Validation
7445,LSTM,0.1,1,TinyLR,MAPE,0.4841835796833038,4,RMSprop,c1b9c_00014,Validation
7446,LSTM,0.1,1,TinyLR,MAE,13.274864196777344,4,RMSprop,c1b9c_00014,Validation
7447,LSTM,0.1,1,TinyLR,MSE,445.4100341796875,4,RMSprop,c1b9c_00014,Validation
7448,LSTM,0.1,1,TinyLR,RMSE,17.018125534057617,5,RMSprop,c1b9c_00014,Validation
7449,LSTM,0.1,1,TinyLR,MAPE,0.4997332692146301,5,RMSprop,c1b9c_00014,Validation
7450,LSTM,0.1,1,TinyLR,MAE,13.853124618530272,5,RMSprop,c1b9c_00014,Validation
7451,LSTM,0.1,1,TinyLR,MSE,471.4653930664063,5,RMSprop,c1b9c_00014,Validation
7452,LSTM,0.1,1,TinyLR,RMSE,16.2136173248291,5,RMSprop,c1b9c_00014,Test
7453,LSTM,0.1,1,TinyLR,MAPE,0.4749913215637207,5,RMSprop,c1b9c_00014,Test
7454,LSTM,0.1,1,TinyLR,MAE,12.996770858764648,5,RMSprop,c1b9c_00014,Test
7455,LSTM,0.1,1,TinyLR,MSE,427.8084716796875,5,RMSprop,c1b9c_00014,Test
7456,LSTM,0.1,1,TinyLR,RMSE,16.72453498840332,0,AdamW,c1b9c_00015,Validation
7457,LSTM,0.1,1,TinyLR,MAPE,0.4893034398555755,0,AdamW,c1b9c_00015,Validation
7458,LSTM,0.1,1,TinyLR,MAE,13.53573226928711,0,AdamW,c1b9c_00015,Validation
7459,LSTM,0.1,1,TinyLR,MSE,451.6848449707031,0,AdamW,c1b9c_00015,Validation
7460,LSTM,0.1,1,TinyLR,RMSE,16.288646697998047,1,AdamW,c1b9c_00015,Validation
7461,LSTM,0.1,1,TinyLR,MAPE,0.4777058959007263,1,AdamW,c1b9c_00015,Validation
7462,LSTM,0.1,1,TinyLR,MAE,13.073780059814451,1,AdamW,c1b9c_00015,Validation
7463,LSTM,0.1,1,TinyLR,MSE,433.1563720703125,1,AdamW,c1b9c_00015,Validation
7464,LSTM,0.1,1,TinyLR,RMSE,16.21540641784668,2,AdamW,c1b9c_00015,Validation
7465,LSTM,0.1,1,TinyLR,MAPE,0.4750572443008423,2,AdamW,c1b9c_00015,Validation
7466,LSTM,0.1,1,TinyLR,MAE,12.998615264892578,2,AdamW,c1b9c_00015,Validation
7467,LSTM,0.1,1,TinyLR,MSE,427.93853759765625,2,AdamW,c1b9c_00015,Validation
7468,LSTM,0.1,1,TinyLR,RMSE,16.694334030151367,3,AdamW,c1b9c_00015,Validation
7469,LSTM,0.1,1,TinyLR,MAPE,0.4904720485210418,3,AdamW,c1b9c_00015,Validation
7470,LSTM,0.1,1,TinyLR,MAE,13.49394702911377,3,AdamW,c1b9c_00015,Validation
7471,LSTM,0.1,1,TinyLR,MSE,456.4881591796875,3,AdamW,c1b9c_00015,Validation
7472,LSTM,0.1,1,TinyLR,RMSE,16.3203182220459,4,AdamW,c1b9c_00015,Validation
7473,LSTM,0.1,1,TinyLR,MAPE,0.4787971675395965,4,AdamW,c1b9c_00015,Validation
7474,LSTM,0.1,1,TinyLR,MAE,13.105633735656738,4,AdamW,c1b9c_00015,Validation
7475,LSTM,0.1,1,TinyLR,MSE,435.2890319824219,4,AdamW,c1b9c_00015,Validation
7476,LSTM,0.1,1,TinyLR,RMSE,16.274036407470703,5,AdamW,c1b9c_00015,Validation
7477,LSTM,0.1,1,TinyLR,MAPE,0.4771884083747864,5,AdamW,c1b9c_00015,Validation
7478,LSTM,0.1,1,TinyLR,MAE,13.05869197845459,5,AdamW,c1b9c_00015,Validation
7479,LSTM,0.1,1,TinyLR,MSE,432.1510925292969,5,AdamW,c1b9c_00015,Validation
7480,LSTM,0.1,1,TinyLR,RMSE,16.30306053161621,6,AdamW,c1b9c_00015,Validation
7481,LSTM,0.1,1,TinyLR,MAPE,0.4782045185565948,6,AdamW,c1b9c_00015,Validation
7482,LSTM,0.1,1,TinyLR,MAE,13.08811378479004,6,AdamW,c1b9c_00015,Validation
7483,LSTM,0.1,1,TinyLR,MSE,434.1382446289063,6,AdamW,c1b9c_00015,Validation
7484,LSTM,0.1,1,TinyLR,RMSE,16.291858673095703,7,AdamW,c1b9c_00015,Validation
7485,LSTM,0.1,1,TinyLR,MAPE,0.4778140783309936,7,AdamW,c1b9c_00015,Validation
7486,LSTM,0.1,1,TinyLR,MAE,13.076684951782228,7,AdamW,c1b9c_00015,Validation
7487,LSTM,0.1,1,TinyLR,MSE,433.37689208984375,7,AdamW,c1b9c_00015,Validation
7488,LSTM,0.1,1,TinyLR,RMSE,16.21540641784668,7,AdamW,c1b9c_00015,Test
7489,LSTM,0.1,1,TinyLR,MAPE,0.4750572443008423,7,AdamW,c1b9c_00015,Test
7490,LSTM,0.1,1,TinyLR,MAE,12.998615264892578,7,AdamW,c1b9c_00015,Test
7491,LSTM,0.1,1,TinyLR,MSE,427.93853759765625,7,AdamW,c1b9c_00015,Test
7492,LSTM,0.1,1,TinyLR,RMSE,16.009872436523438,0,Adam,6bb98_00000,Validation
7493,LSTM,0.1,1,TinyLR,MAPE,0.4627876281738281,0,Adam,6bb98_00000,Validation
7494,LSTM,0.1,1,TinyLR,MAE,12.739537239074709,0,Adam,6bb98_00000,Validation
7495,LSTM,0.1,1,TinyLR,MSE,402.20111083984375,0,Adam,6bb98_00000,Validation
7496,LSTM,0.1,1,TinyLR,RMSE,17.394426345825195,1,Adam,6bb98_00000,Validation
7497,LSTM,0.1,1,TinyLR,MAPE,0.5100895762443542,1,Adam,6bb98_00000,Validation
7498,LSTM,0.1,1,TinyLR,MAE,14.2871675491333,1,Adam,6bb98_00000,Validation
7499,LSTM,0.1,1,TinyLR,MSE,487.1339416503906,1,Adam,6bb98_00000,Validation
7500,LSTM,0.1,1,TinyLR,RMSE,17.3269100189209,2,Adam,6bb98_00000,Validation
7501,LSTM,0.1,1,TinyLR,MAPE,0.5082610249519348,2,Adam,6bb98_00000,Validation
7502,LSTM,0.1,1,TinyLR,MAE,14.208660125732422,2,Adam,6bb98_00000,Validation
7503,LSTM,0.1,1,TinyLR,MSE,484.4176635742188,2,Adam,6bb98_00000,Validation
7504,LSTM,0.1,1,TinyLR,RMSE,17.187217712402344,3,Adam,6bb98_00000,Validation
7505,LSTM,0.1,1,TinyLR,MAPE,0.504430890083313,3,Adam,6bb98_00000,Validation
7506,LSTM,0.1,1,TinyLR,MAE,14.046774864196776,3,Adam,6bb98_00000,Validation
7507,LSTM,0.1,1,TinyLR,MSE,478.6677856445313,3,Adam,6bb98_00000,Validation
7508,LSTM,0.1,1,TinyLR,RMSE,17.19401741027832,4,Adam,6bb98_00000,Validation
7509,LSTM,0.1,1,TinyLR,MAPE,0.5047687292098999,4,Adam,6bb98_00000,Validation
7510,LSTM,0.1,1,TinyLR,MAE,14.058530807495115,4,Adam,6bb98_00000,Validation
7511,LSTM,0.1,1,TinyLR,MSE,479.244873046875,4,Adam,6bb98_00000,Validation
7512,LSTM,0.1,1,TinyLR,RMSE,16.663631439208984,5,Adam,6bb98_00000,Validation
7513,LSTM,0.1,1,TinyLR,MAPE,0.4895724952220917,5,Adam,6bb98_00000,Validation
7514,LSTM,0.1,1,TinyLR,MAE,13.461307525634766,5,Adam,6bb98_00000,Validation
7515,LSTM,0.1,1,TinyLR,MSE,454.94866943359375,5,Adam,6bb98_00000,Validation
7516,LSTM,0.1,1,TinyLR,RMSE,16.009872436523438,5,Adam,6bb98_00000,Test
7517,LSTM,0.1,1,TinyLR,MAPE,0.4627876281738281,5,Adam,6bb98_00000,Test
7518,LSTM,0.1,1,TinyLR,MAE,12.739537239074709,5,Adam,6bb98_00000,Test
7519,LSTM,0.1,1,TinyLR,MSE,402.20111083984375,5,Adam,6bb98_00000,Test
7520,LSTM,0.1,1,TinyLR,RMSE,15.612510681152344,0,RMSprop,6bb98_00001,Validation
7521,LSTM,0.1,1,TinyLR,MAPE,0.4322197139263153,0,RMSprop,6bb98_00001,Validation
7522,LSTM,0.1,1,TinyLR,MAE,12.227396965026855,0,RMSprop,6bb98_00001,Validation
7523,LSTM,0.1,1,TinyLR,MSE,341.5399169921875,0,RMSprop,6bb98_00001,Validation
7524,LSTM,0.1,1,TinyLR,RMSE,16.763896942138672,1,RMSprop,6bb98_00001,Validation
7525,LSTM,0.1,1,TinyLR,MAPE,0.4925026297569275,1,RMSprop,6bb98_00001,Validation
7526,LSTM,0.1,1,TinyLR,MAE,13.569562911987305,1,RMSprop,6bb98_00001,Validation
7527,LSTM,0.1,1,TinyLR,MSE,459.88385009765625,1,RMSprop,6bb98_00001,Validation
7528,LSTM,0.1,1,TinyLR,RMSE,16.73505973815918,2,RMSprop,6bb98_00001,Validation
7529,LSTM,0.1,1,TinyLR,MAPE,0.49166339635849,2,RMSprop,6bb98_00001,Validation
7530,LSTM,0.1,1,TinyLR,MAE,13.53799819946289,2,RMSprop,6bb98_00001,Validation
7531,LSTM,0.1,1,TinyLR,MSE,458.4923095703125,2,RMSprop,6bb98_00001,Validation
7532,LSTM,0.1,1,TinyLR,RMSE,16.720977783203125,3,RMSprop,6bb98_00001,Validation
7533,LSTM,0.1,1,TinyLR,MAPE,0.4912543892860412,3,RMSprop,6bb98_00001,Validation
7534,LSTM,0.1,1,TinyLR,MAE,13.52290153503418,3,RMSprop,6bb98_00001,Validation
7535,LSTM,0.1,1,TinyLR,MSE,457.8043212890625,3,RMSprop,6bb98_00001,Validation
7536,LSTM,0.1,1,TinyLR,RMSE,16.73312759399414,4,RMSprop,6bb98_00001,Validation
7537,LSTM,0.1,1,TinyLR,MAPE,0.4916081428527832,4,RMSprop,6bb98_00001,Validation
7538,LSTM,0.1,1,TinyLR,MAE,13.536046028137209,4,RMSprop,6bb98_00001,Validation
7539,LSTM,0.1,1,TinyLR,MSE,458.4006958007813,4,RMSprop,6bb98_00001,Validation
7540,LSTM,0.1,1,TinyLR,RMSE,16.65727996826172,5,RMSprop,6bb98_00001,Validation
7541,LSTM,0.1,1,TinyLR,MAPE,0.4893841743469238,5,RMSprop,6bb98_00001,Validation
7542,LSTM,0.1,1,TinyLR,MAE,13.45449447631836,5,RMSprop,6bb98_00001,Validation
7543,LSTM,0.1,1,TinyLR,MSE,454.6279602050781,5,RMSprop,6bb98_00001,Validation
7544,LSTM,0.1,1,TinyLR,RMSE,15.612510681152344,5,RMSprop,6bb98_00001,Test
7545,LSTM,0.1,1,TinyLR,MAPE,0.4322197139263153,5,RMSprop,6bb98_00001,Test
7546,LSTM,0.1,1,TinyLR,MAE,12.227396965026855,5,RMSprop,6bb98_00001,Test
7547,LSTM,0.1,1,TinyLR,MSE,341.5399169921875,5,RMSprop,6bb98_00001,Test
7548,LSTM,0.1,1,TinyLR,RMSE,15.807567596435549,0,AdamW,6bb98_00002,Validation
7549,LSTM,0.1,1,TinyLR,MAPE,0.4518285095691681,0,AdamW,6bb98_00002,Validation
7550,LSTM,0.1,1,TinyLR,MAE,12.48332691192627,0,AdamW,6bb98_00002,Validation
7551,LSTM,0.1,1,TinyLR,MSE,380.8860778808594,0,AdamW,6bb98_00002,Validation
7552,LSTM,0.1,1,TinyLR,RMSE,16.96764373779297,1,AdamW,6bb98_00002,Validation
7553,LSTM,0.1,1,TinyLR,MAPE,0.4983126223087311,1,AdamW,6bb98_00002,Validation
7554,LSTM,0.1,1,TinyLR,MAE,13.795742988586426,1,AdamW,6bb98_00002,Validation
7555,LSTM,0.1,1,TinyLR,MSE,469.2507629394531,1,AdamW,6bb98_00002,Validation
7556,LSTM,0.1,1,TinyLR,RMSE,17.15471076965332,2,AdamW,6bb98_00002,Validation
7557,LSTM,0.1,1,TinyLR,MAPE,0.503532350063324,2,AdamW,6bb98_00002,Validation
7558,LSTM,0.1,1,TinyLR,MAE,14.009242057800291,2,AdamW,6bb98_00002,Validation
7559,LSTM,0.1,1,TinyLR,MSE,477.3078308105469,2,AdamW,6bb98_00002,Validation
7560,LSTM,0.1,1,TinyLR,RMSE,17.41773796081543,3,AdamW,6bb98_00002,Validation
7561,LSTM,0.1,1,TinyLR,MAPE,0.5107283592224121,3,AdamW,6bb98_00002,Validation
7562,LSTM,0.1,1,TinyLR,MAE,14.314448356628418,3,AdamW,6bb98_00002,Validation
7563,LSTM,0.1,1,TinyLR,MSE,488.0837707519531,3,AdamW,6bb98_00002,Validation
7564,LSTM,0.1,1,TinyLR,RMSE,17.534923553466797,4,AdamW,6bb98_00002,Validation
7565,LSTM,0.1,1,TinyLR,MAPE,0.5138934254646301,4,AdamW,6bb98_00002,Validation
7566,LSTM,0.1,1,TinyLR,MAE,14.451837539672852,4,AdamW,6bb98_00002,Validation
7567,LSTM,0.1,1,TinyLR,MSE,492.7448425292969,4,AdamW,6bb98_00002,Validation
7568,LSTM,0.1,1,TinyLR,RMSE,17.52826499938965,5,AdamW,6bb98_00002,Validation
7569,LSTM,0.1,1,TinyLR,MAPE,0.5137075185775757,5,AdamW,6bb98_00002,Validation
7570,LSTM,0.1,1,TinyLR,MAE,14.443859100341797,5,AdamW,6bb98_00002,Validation
7571,LSTM,0.1,1,TinyLR,MSE,492.468505859375,5,AdamW,6bb98_00002,Validation
7572,LSTM,0.1,1,TinyLR,RMSE,15.807567596435549,5,AdamW,6bb98_00002,Test
7573,LSTM,0.1,1,TinyLR,MAPE,0.4518285095691681,5,AdamW,6bb98_00002,Test
7574,LSTM,0.1,1,TinyLR,MAE,12.48332691192627,5,AdamW,6bb98_00002,Test
7575,LSTM,0.1,1,TinyLR,MSE,380.8860778808594,5,AdamW,6bb98_00002,Test
7576,LSTM,0.1,1,TinyLR,RMSE,15.701444625854492,0,RMSprop,6bb98_00003,Validation
7577,LSTM,0.1,1,TinyLR,MAPE,0.4124403297901153,0,RMSprop,6bb98_00003,Validation
7578,LSTM,0.1,1,TinyLR,MAE,12.474702835083008,0,RMSprop,6bb98_00003,Validation
7579,LSTM,0.1,1,TinyLR,MSE,302.42169189453125,0,RMSprop,6bb98_00003,Validation
7580,LSTM,0.1,1,TinyLR,RMSE,16.813432693481445,1,RMSprop,6bb98_00003,Validation
7581,LSTM,0.1,1,TinyLR,MAPE,0.4939309954643249,1,RMSprop,6bb98_00003,Validation
7582,LSTM,0.1,1,TinyLR,MAE,13.623842239379885,1,RMSprop,6bb98_00003,Validation
7583,LSTM,0.1,1,TinyLR,MSE,462.232666015625,1,RMSprop,6bb98_00003,Validation
7584,LSTM,0.1,1,TinyLR,RMSE,16.780126571655273,2,RMSprop,6bb98_00003,Validation
7585,LSTM,0.1,1,TinyLR,MAPE,0.492971122264862,2,RMSprop,6bb98_00003,Validation
7586,LSTM,0.1,1,TinyLR,MAE,13.587295532226562,2,RMSprop,6bb98_00003,Validation
7587,LSTM,0.1,1,TinyLR,MSE,460.6606750488281,2,RMSprop,6bb98_00003,Validation
7588,LSTM,0.1,1,TinyLR,RMSE,16.72735595703125,3,RMSprop,6bb98_00003,Validation
7589,LSTM,0.1,1,TinyLR,MAPE,0.4914401769638061,3,RMSprop,6bb98_00003,Validation
7590,LSTM,0.1,1,TinyLR,MAE,13.529810905456545,3,RMSprop,6bb98_00003,Validation
7591,LSTM,0.1,1,TinyLR,MSE,458.116943359375,3,RMSprop,6bb98_00003,Validation
7592,LSTM,0.1,1,TinyLR,RMSE,16.770883560180664,4,RMSprop,6bb98_00003,Validation
7593,LSTM,0.1,1,TinyLR,MAPE,0.4927047491073608,4,RMSprop,6bb98_00003,Validation
7594,LSTM,0.1,1,TinyLR,MAE,13.577208518981934,4,RMSprop,6bb98_00003,Validation
7595,LSTM,0.1,1,TinyLR,MSE,460.2185668945313,4,RMSprop,6bb98_00003,Validation
7596,LSTM,0.1,1,TinyLR,RMSE,16.693017959594727,5,RMSprop,6bb98_00003,Validation
7597,LSTM,0.1,1,TinyLR,MAPE,0.4904330372810364,5,RMSprop,6bb98_00003,Validation
7598,LSTM,0.1,1,TinyLR,MAE,13.492531776428224,5,RMSprop,6bb98_00003,Validation
7599,LSTM,0.1,1,TinyLR,MSE,456.4241943359375,5,RMSprop,6bb98_00003,Validation
7600,LSTM,0.1,1,TinyLR,RMSE,15.701444625854492,5,RMSprop,6bb98_00003,Test
7601,LSTM,0.1,1,TinyLR,MAPE,0.4124403297901153,5,RMSprop,6bb98_00003,Test
7602,LSTM,0.1,1,TinyLR,MAE,12.474702835083008,5,RMSprop,6bb98_00003,Test
7603,LSTM,0.1,1,TinyLR,MSE,302.42169189453125,5,RMSprop,6bb98_00003,Test
7604,LSTM,0.1,1,TinyLR,RMSE,15.613901138305664,0,RMSprop,6bb98_00004,Validation
7605,LSTM,0.1,1,TinyLR,MAPE,0.4326652288436889,0,RMSprop,6bb98_00004,Validation
7606,LSTM,0.1,1,TinyLR,MAE,12.229920387268066,0,RMSprop,6bb98_00004,Validation
7607,LSTM,0.1,1,TinyLR,MSE,342.4105834960937,0,RMSprop,6bb98_00004,Validation
7608,LSTM,0.1,1,TinyLR,RMSE,16.674589157104492,1,RMSprop,6bb98_00004,Validation
7609,LSTM,0.1,1,TinyLR,MAPE,0.4898943901062011,1,RMSprop,6bb98_00004,Validation
7610,LSTM,0.1,1,TinyLR,MAE,13.472959518432615,1,RMSprop,6bb98_00004,Validation
7611,LSTM,0.1,1,TinyLR,MSE,455.5030517578125,1,RMSprop,6bb98_00004,Validation
7612,LSTM,0.1,1,TinyLR,RMSE,16.741283416748047,2,RMSprop,6bb98_00004,Validation
7613,LSTM,0.1,1,TinyLR,MAPE,0.491843432188034,2,RMSprop,6bb98_00004,Validation
7614,LSTM,0.1,1,TinyLR,MAE,13.544681549072266,2,RMSprop,6bb98_00004,Validation
7615,LSTM,0.1,1,TinyLR,MSE,458.7954406738281,2,RMSprop,6bb98_00004,Validation
7616,LSTM,0.1,1,TinyLR,RMSE,16.682384490966797,3,RMSprop,6bb98_00004,Validation
7617,LSTM,0.1,1,TinyLR,MAPE,0.4901221990585327,3,RMSprop,6bb98_00004,Validation
7618,LSTM,0.1,1,TinyLR,MAE,13.48117733001709,3,RMSprop,6bb98_00004,Validation
7619,LSTM,0.1,1,TinyLR,MSE,455.89349365234375,3,RMSprop,6bb98_00004,Validation
7620,LSTM,0.1,1,TinyLR,RMSE,16.625173568725586,4,RMSprop,6bb98_00004,Validation
7621,LSTM,0.1,1,TinyLR,MAPE,0.488431841135025,4,RMSprop,6bb98_00004,Validation
7622,LSTM,0.1,1,TinyLR,MAE,13.420411109924316,4,RMSprop,6bb98_00004,Validation
7623,LSTM,0.1,1,TinyLR,MSE,452.9843444824219,4,RMSprop,6bb98_00004,Validation
7624,LSTM,0.1,1,TinyLR,RMSE,16.754413604736328,5,RMSprop,6bb98_00004,Validation
7625,LSTM,0.1,1,TinyLR,MAPE,0.4922269880771637,5,RMSprop,6bb98_00004,Validation
7626,LSTM,0.1,1,TinyLR,MAE,13.559152603149414,5,RMSprop,6bb98_00004,Validation
7627,LSTM,0.1,1,TinyLR,MSE,459.4304809570313,5,RMSprop,6bb98_00004,Validation
7628,LSTM,0.1,1,TinyLR,RMSE,15.613901138305664,5,RMSprop,6bb98_00004,Test
7629,LSTM,0.1,1,TinyLR,MAPE,0.4326652288436889,5,RMSprop,6bb98_00004,Test
7630,LSTM,0.1,1,TinyLR,MAE,12.229920387268066,5,RMSprop,6bb98_00004,Test
7631,LSTM,0.1,1,TinyLR,MSE,342.4105834960937,5,RMSprop,6bb98_00004,Test
7632,LSTM,0.1,1,TinyLR,RMSE,15.9827880859375,0,AdamW,6bb98_00005,Validation
7633,LSTM,0.1,1,TinyLR,MAPE,0.4609739184379577,0,AdamW,6bb98_00005,Validation
7634,LSTM,0.1,1,TinyLR,MAE,12.69998836517334,0,AdamW,6bb98_00005,Validation
7635,LSTM,0.1,1,TinyLR,MSE,398.5191345214844,0,AdamW,6bb98_00005,Validation
7636,LSTM,0.1,1,TinyLR,RMSE,17.435365676879883,1,AdamW,6bb98_00005,Validation
7637,LSTM,0.1,1,TinyLR,MAPE,0.5111914873123169,1,AdamW,6bb98_00005,Validation
7638,LSTM,0.1,1,TinyLR,MAE,14.334711074829102,1,AdamW,6bb98_00005,Validation
7639,LSTM,0.1,1,TinyLR,MSE,488.7669982910156,1,AdamW,6bb98_00005,Validation
7640,LSTM,0.1,1,TinyLR,RMSE,17.39643669128418,2,AdamW,6bb98_00005,Validation
7641,LSTM,0.1,1,TinyLR,MAPE,0.5101518630981445,2,AdamW,6bb98_00005,Validation
7642,LSTM,0.1,1,TinyLR,MAE,14.28964614868164,2,AdamW,6bb98_00005,Validation
7643,LSTM,0.1,1,TinyLR,MSE,487.2296447753906,2,AdamW,6bb98_00005,Validation
7644,LSTM,0.1,1,TinyLR,RMSE,17.465906143188477,3,AdamW,6bb98_00005,Validation
7645,LSTM,0.1,1,TinyLR,MAPE,0.5120308995246887,3,AdamW,6bb98_00005,Validation
7646,LSTM,0.1,1,TinyLR,MAE,14.370820999145508,3,AdamW,6bb98_00005,Validation
7647,LSTM,0.1,1,TinyLR,MSE,490.0046691894531,3,AdamW,6bb98_00005,Validation
7648,LSTM,0.1,1,TinyLR,RMSE,17.437875747680664,4,AdamW,6bb98_00005,Validation
7649,LSTM,0.1,1,TinyLR,MAPE,0.5112693905830383,4,AdamW,6bb98_00005,Validation
7650,LSTM,0.1,1,TinyLR,MAE,14.337743759155272,4,AdamW,6bb98_00005,Validation
7651,LSTM,0.1,1,TinyLR,MSE,488.8880920410156,4,AdamW,6bb98_00005,Validation
7652,LSTM,0.1,1,TinyLR,RMSE,16.544763565063477,5,AdamW,6bb98_00005,Validation
7653,LSTM,0.1,1,TinyLR,MAPE,0.4860107004642486,5,AdamW,6bb98_00005,Validation
7654,LSTM,0.1,1,TinyLR,MAE,13.336079597473145,5,AdamW,6bb98_00005,Validation
7655,LSTM,0.1,1,TinyLR,MSE,448.7170104980469,5,AdamW,6bb98_00005,Validation
7656,LSTM,0.1,1,TinyLR,RMSE,15.9827880859375,5,AdamW,6bb98_00005,Test
7657,LSTM,0.1,1,TinyLR,MAPE,0.4609739184379577,5,AdamW,6bb98_00005,Test
7658,LSTM,0.1,1,TinyLR,MAE,12.69998836517334,5,AdamW,6bb98_00005,Test
7659,LSTM,0.1,1,TinyLR,MSE,398.5191345214844,5,AdamW,6bb98_00005,Test
7660,LSTM,0.1,1,TinyLR,RMSE,16.517860412597656,0,RMSprop,6bb98_00006,Validation
7661,LSTM,0.1,1,TinyLR,MAPE,0.4704331159591675,0,RMSprop,6bb98_00006,Validation
7662,LSTM,0.1,1,TinyLR,MAE,13.290691375732422,0,RMSprop,6bb98_00006,Validation
7663,LSTM,0.1,1,TinyLR,MSE,413.93646240234375,0,RMSprop,6bb98_00006,Validation
7664,LSTM,0.1,1,TinyLR,RMSE,16.91984748840332,1,RMSprop,6bb98_00006,Validation
7665,LSTM,0.1,1,TinyLR,MAPE,0.4969618916511535,1,RMSprop,6bb98_00006,Validation
7666,LSTM,0.1,1,TinyLR,MAE,13.741923332214355,1,RMSprop,6bb98_00006,Validation
7667,LSTM,0.1,1,TinyLR,MSE,467.1172180175781,1,RMSprop,6bb98_00006,Validation
7668,LSTM,0.1,1,TinyLR,RMSE,16.470523834228516,2,RMSprop,6bb98_00006,Validation
7669,LSTM,0.1,1,TinyLR,MAPE,0.4837160110473633,2,RMSprop,6bb98_00006,Validation
7670,LSTM,0.1,1,TinyLR,MAE,13.259513854980469,2,RMSprop,6bb98_00006,Validation
7671,LSTM,0.1,1,TinyLR,MSE,444.5514831542969,2,RMSprop,6bb98_00006,Validation
7672,LSTM,0.1,1,TinyLR,RMSE,16.997711181640625,3,RMSprop,6bb98_00006,Validation
7673,LSTM,0.1,1,TinyLR,MAPE,0.4991621673107147,3,RMSprop,6bb98_00006,Validation
7674,LSTM,0.1,1,TinyLR,MAE,13.830000877380373,3,RMSprop,6bb98_00006,Validation
7675,LSTM,0.1,1,TinyLR,MSE,470.5770568847656,3,RMSprop,6bb98_00006,Validation
7676,LSTM,0.1,1,TinyLR,RMSE,16.92049217224121,4,RMSprop,6bb98_00006,Validation
7677,LSTM,0.1,1,TinyLR,MAPE,0.4969809651374817,4,RMSprop,6bb98_00006,Validation
7678,LSTM,0.1,1,TinyLR,MAE,13.742714881896973,4,RMSprop,6bb98_00006,Validation
7679,LSTM,0.1,1,TinyLR,MSE,467.1473388671875,4,RMSprop,6bb98_00006,Validation
7680,LSTM,0.1,1,TinyLR,RMSE,16.920757293701172,5,RMSprop,6bb98_00006,Validation
7681,LSTM,0.1,1,TinyLR,MAPE,0.4969891607761383,5,RMSprop,6bb98_00006,Validation
7682,LSTM,0.1,1,TinyLR,MAE,13.74305534362793,5,RMSprop,6bb98_00006,Validation
7683,LSTM,0.1,1,TinyLR,MSE,467.16064453125,5,RMSprop,6bb98_00006,Validation
7684,LSTM,0.1,1,TinyLR,RMSE,16.468990325927734,6,RMSprop,6bb98_00006,Validation
7685,LSTM,0.1,1,TinyLR,MAPE,0.4836694002151489,6,RMSprop,6bb98_00006,Validation
7686,LSTM,0.1,1,TinyLR,MAE,13.257960319519045,6,RMSprop,6bb98_00006,Validation
7687,LSTM,0.1,1,TinyLR,MSE,444.4661560058594,6,RMSprop,6bb98_00006,Validation
7688,LSTM,0.1,1,TinyLR,RMSE,17.001012802124023,7,RMSprop,6bb98_00006,Validation
